TIMESTAMP,INFO_COUNT,WARNING_COUNT,ERROR_COUNT,SEARCH_COUNT,TOP_SEARCH_TERMS,ORDERS_PLACED,ORDERS_COMPLETED,ORDERS_CANCELED,PAYMENT_SUCCESS,PAYMENT_FAILURE,TOTAL_REVENUE,CART_ADDITIONS,CART_FAILURES,CART_REMOVALS,REVIEWS_SUBMITTED,REVIEW_RATINGS,LOW_STOCK_WARNINGS,STOCK_UPDATES
2024-09-25 05:36:47,5,5,5,4,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1",1,1,0,3,0,655.48,2,0,0,0,,0,1
2024-09-25 05:36:50,5,5,6,4,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1",1,1,0,3,1,655.48,2,0,0,0,,0,1
2024-09-25 05:36:53,5,6,6,4,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1",1,1,0,3,2,655.48,2,0,0,0,,0,1
2024-09-25 05:36:56,5,7,6,4,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1",1,1,0,3,2,655.48,2,0,0,0,,1,1
2024-09-25 05:36:59,5,7,7,4,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1",1,1,0,3,2,655.48,2,0,0,0,,1,1
2024-09-25 05:37:02,5,7,8,5,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1",1,1,0,3,2,655.48,2,0,0,0,,1,1
2024-09-25 05:37:05,6,7,8,5,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,3,3,655.48,2,0,0,0,3 stars: 1,1,1
2024-09-25 05:37:08,6,7,9,5,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,3,3,655.48,2,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:11,7,7,9,5,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,2,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:14,8,7,9,6,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,2,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:17,9,7,9,6,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,2,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:20,9,8,9,6,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,3,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:23,9,9,9,6,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,4,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:26,9,10,9,6,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,4,0,0,1,3 stars: 1,1,1
2024-09-25 05:37:29,10,10,9,6,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,4,1,0,1,3 stars: 1,1,1
2024-09-25 05:37:32,10,11,9,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,4,1,0,1,3 stars: 1,1,1
2024-09-25 05:37:35,10,11,10,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,4,3,851.38,4,1,0,1,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:38,11,11,10,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,5,3,933.72,4,1,0,1,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:41,11,11,11,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,5,3,933.72,4,1,0,2,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:44,12,11,11,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,5,3,933.72,4,1,0,2,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:47,12,12,11,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,5,3,933.72,4,1,0,3,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:50,12,13,11,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,5,3,933.72,4,2,0,3,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:53,12,14,11,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,5,4,933.72,4,2,0,3,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:56,13,14,11,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,6,4,1046.51,4,2,0,3,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:37:59,13,14,12,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,6,4,1046.51,4,2,0,3,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:38:02,13,14,13,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1",1,1,0,6,5,1046.51,4,2,0,3,"2 stars: 1, 3 stars: 1, 4 stars: 1",1,1
2024-09-25 05:38:05,14,14,13,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,6,5,1046.51,4,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,1
2024-09-25 05:38:08,14,15,13,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,6,5,1046.51,4,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:11,14,16,13,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,7,5,1137.68,4,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:14,15,16,13,7,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,7,5,1137.68,5,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:17,15,17,13,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,7,5,1137.68,5,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:20,15,18,13,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,7,5,1137.68,5,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:23,16,18,13,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,7,5,1137.68,5,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:26,16,18,14,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,0,8,5,1336.5700000000002,5,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:29,16,19,14,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,1,8,5,1336.5700000000002,5,2,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:32,16,20,14,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1",1,1,1,8,5,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:35,16,21,14,8,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,1,1,8,5,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:38,16,21,15,9,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,1,1,8,5,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,2
2024-09-25 05:38:41,17,21,15,9,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,1,1,8,5,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:38:44,17,21,16,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,1,1,8,5,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:38:47,17,21,17,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,1,1,8,6,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:38:50,17,21,18,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,2,1,8,6,1336.5700000000002,5,3,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:38:53,18,21,18,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",1,2,1,8,6,1336.5700000000002,5,4,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:38:56,18,22,18,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",2,2,1,8,6,1336.5700000000002,5,4,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:38:59,18,22,19,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",2,2,1,9,6,1492.17,5,4,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:39:02,19,22,19,10,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1",2,2,1,10,6,1937.25,5,4,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1",1,3
2024-09-25 05:39:05,20,22,19,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,5,4,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:08,21,22,19,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,5,4,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:11,22,22,19,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,5,5,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:14,22,23,19,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,6,5,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:17,22,23,20,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,7,5,0,4,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:20,23,23,20,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,7,5,0,5,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:23,23,24,20,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,7,5,0,5,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:26,23,25,20,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,7,5,0,5,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:29,23,25,21,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,7,5,0,5,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:32,23,26,21,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1",2,2,1,10,6,1937.25,7,6,0,5,"2 stars: 1, 3 stars: 2, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:35,23,26,22,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,2,1,10,6,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,3
2024-09-25 05:39:38,23,26,23,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,2,1,10,6,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:41,23,27,23,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,3,1,10,6,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:44,23,27,24,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,3,1,10,6,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:47,23,28,24,11,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,3,1,10,7,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:50,23,28,25,12,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,3,1,10,7,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:53,23,29,25,12,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",2,3,1,10,8,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:56,23,30,25,12,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,7,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:39:59,24,30,25,12,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,8,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:40:02,24,30,26,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,8,6,0,6,"2 stars: 1, 3 stars: 3, 4 stars: 1, 5 stars: 1",1,4
2024-09-25 05:40:05,25,30,26,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,8,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:08,26,30,26,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,8,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:11,26,31,26,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,8,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:14,26,32,26,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,8,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:17,26,32,27,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,9,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:20,26,32,28,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,9,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:23,27,32,28,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,9,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:26,27,33,28,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,9,6,0,6,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:29,27,34,28,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,9,6,0,7,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:32,27,34,29,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1",3,3,1,10,8,1937.25,9,6,0,8,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",1,5
2024-09-25 05:40:35,28,34,29,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1, portable charger: 1",3,3,1,10,8,1937.25,9,6,0,8,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",2,5
2024-09-25 05:40:38,29,34,29,13,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1, portable charger: 1",3,3,1,10,8,1937.25,9,7,0,8,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",2,5
2024-09-25 05:40:41,29,34,30,14,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1, portable charger: 1",3,3,1,10,8,1937.25,9,7,0,8,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",2,5
2024-09-25 05:40:44,29,35,30,14,"boots: 1, mechanical keyboard: 1, hoodie: 1, mop: 1, bathrobe: 1, drawer chest: 1, iron: 1, wallet: 1, humidifier: 1, sewing machine: 1, smart glasses: 1, grill machine: 1, jacket: 1, portable charger: 1",3,3,1,10,8,1937.25,9,7,0,8,"2 stars: 1, 3 stars: 4, 4 stars: 2, 5 stars: 1",3,5
